Customer,ATM ID,Address,City,Site,Start Date Time,Action Code,Status Code,Status Description,Comments,Reference Number,Ticket ID
Oki - BNRMs for SBI           ,L003917622,TUMKUR                                            ,TUMKUR              ,ONSITE                        ,27/10/2022 14:07:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:12  JAS As per Branch Accountant Srinivas 9886561883  has kept machine down as per LHO request, as per update received from CMS Mr. Umesh T S 9449001890  machine will kept down till 31st OCT due to low availability. Escalated to AGM.

10/27/2022  16:11  JAS As per Branch Accountant Srinivas 9886561883  has kept machine down as per LHO request, as per update received from CMS Mr. Umesh T S 9449001890  machine will kept down till 31st OCT due to low availability. Escalated to AGM.

10/27/2022  14:22  RRP Ticket has been dispatched  to Branch person 9480599809  for FLM activity
",Low Uptime     ,183898434
Oki - BNRMs for SBI           ,L004143621,PBB RANCHI                                        ,RANCHI              ,ONSITE                        ,28/10/2022 23:39:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:39  MM  Tried to calling Branch Person - 9771450333 but not responding the call hence Discussed with CM Ashok sir - 9905304801 he will check with branch for earliest resolution.
10/29/2022  09:29  RRP Ticket has been Informed  to Branch person 9771450333  for FLM activity
",informed       ,183917515
Oki - BNRMs for SBI           ,L004204621,PBB SALT LAKE CALCUTTA                            ,CALCUTTA            ,ONSITE                        ,28/10/2022 14:42:00,6,331516,SLM -Receipt Printer                                                                                ,"10/29/2022  01:29  RR  ^TO 10/29/2022  01:29  RR  ^RP Roll need to be replenish by engineer instructed by Harpreet sir BP 9674713663
10/28/2022  14:43  SGP RP Roll need to be replenish by engineer instructed by Harpreet sir BP  9674713663  T10282022564012430
",replenish      ,183912391
Oki - BNRMs for SBI           ,L004215621,PBB MORADABAD                                     ,PBB MORADABAD       ,ONSITE                        ,14/10/2022 16:35:00,6,330364,Recpt prntr:Fatal                                                                                   ,,,183742359
Oki - BNRMs for SBI           ,L004215621,PBB MORADABAD                                     ,PBB MORADABAD       ,ONSITE                        ,14/10/2022 16:55:00,6,330364,Recpt prntr:Fatal                                                                                   ,,,183742315
Oki - BNRMs for SBI           ,L004608623,JODUMARGABANTAWAL TALUKDT                         ,BANTAWAL            ,ONSITE                        ,28/10/2022 21:40:00,47,330334,Reject Bin Overfill                                                                                 ,"10/29/2022  09:12  SD  Ticket has been Informed  to Branch person 9448494633  for FLM activity
",INFORMED       ,183917170
Oki - BNRMs for SBI           ,L004636622,MASLANDPUR                                        ,MASLANDAPUR         ,ONSITE                        ,26/10/2022 16:41:00,6,331516,SLM -Receipt Printer                                                                                ,"10/28/2022  07:25  RR  TO 10/27/2022  01:46  RR  ^RP Roll need to be replenish by engineer instructed by oki harpreet BP 7980663449
10/26/2022  16:41  SGP RP Roll need to be replenish by engineer instructed by oki harpreet BP 7980663449   T10262022563416388

",replenish      ,183886903
Oki - BNRMs for SBI           ,L004666622,DATTPADA BORIVALI                                 ,MUMBAI              ,ONSITE                        ,28/10/2022 17:29:00,27,331520,SLM- Cash Dispenser                                                                                 ,"10/29/2022  00:52  RR  ^AS DISCUSSED WITH OIPL CE MANDEEP 7304490131 REMOTE SUPPORT DONE FOR MACHINE ACCEPTING CUT NOTES , NEED TO ATTEND AND UPDATE THE ETA.
10/28/2022  17:29  SGP Brief problem Description (machine is accepting cut notes same confirmed with CE  ) :
Branch Contact :9821305367/96195 42463
Engineer Contact : CE mandeep 73044 90131
Branch Availability : banking hiurs 
Fault in ESQ :cash acceptor issue 
Docket no  T10282022564078425",64078425       ,183915172
Oki - BNRMs for SBI           ,L004735622,MEDICAL COLLEGE BRANCH                            ,ROHTAK              ,ONSITE                        ,25/10/2022 12:20:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  00:52  RR  ^TO 10/28/2022  10:55  EP  ETA has been updated by OIPL - CE MANOJ KUMAR 31/10/2022 12:30:00
10/28/2022  06:44  RR  ^TO 10/27/2022  14:49  EP  Call escalated To saira & mail shared as spare casssette required at site
10/27/2022  01:49  RR  ^TO 10/26/2022  03:04  RR  ^to 10/25/2022  15:49  EP  Visit the site and found casstess not detaced if detaced cash not diposit in particular casstess last visit I replace this casstess to other machine present in same site but again same issue found in casstess same confirm with Tss mukesh sir as per its casstess problem not machine end problem so arrenge casstess as soon as possible 
10/25/2022  14:02  EP  Engineer ETA Awaited, call escalated to RTS Saira & mail shared for CE ETA
10/25/2022  12:20  ST   As per branch person 8894337020 Gurpreet Singh, Mob No. 9729875122 call been logged for cassette isuse tried to call engineer continosuly from engineer Mr. Manoj, Mob No. 9355403344 but not responding the call hence clal been logged --St   Brief problem Description (Detail Remark along with remote support confirmation) :Done ; Branch Contact 8894337020 :      Engineer Contact :  9355403344        Branch Availability :9-6 PM ;Fault in ESQ : NA; Machine Status UP T10252022562804552
",2562804552     ,183870007
Oki - BNRMs for SBI           ,L004735622,MEDICAL COLLEGE BRANCH                            ,ROHTAK              ,ONSITE                        ,29/10/2022 00:06:00,47,330334,Reject Bin Overfill                                                                                 ,"10/29/2022  09:18  AS  as^Ticket has been Informed  to Branch person 9729875198  for FLM activity
",informed       ,183917549
Oki - BNRMs for SBI           ,L004789622,STATIONFEEDERROAD(SILIGURI)                       ,SILIGURI            ,ONSITE                        ,28/10/2022 22:08:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:26  RRP Ticket has been Informed  to Branch person 9434106560  for FLM activity
",informed       ,183917278
Oki - BNRMs for SBI           ,L004876622,UNITY SHOPPING ARCADE                             ,KOTAGIRI            ,ONSITE                        ,17/10/2022 14:46:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  00:52  RR  ^TO  10/28/2022  10:31  SL  @ Spare Required # ( Cassette) ETA Awaited Awaited  Same As discussed with OKI Thatchayini  9360212867 arrange the Same 
10/28/2022  06:45  RR  ^TO 10/27/2022  15:11  SP  Spare Required # ( Cassette) ETA Awaited -Escalated to OKI Project Thatchayini will  arrange closure at earliest
10/27/2022  10:30  SL  @ Spare Required # ( Cassette) ETA Awaited Same As discussed with OKI Team Ms Saira arrange the ETA Soon 
10/27/2022  01:49  RR  ^TO  10/26/2022  13:17  SL  @ There is no further update  in STC Same As discussed with OKI Thatchayini  9360212867 do the need full 
10/26/2022  10:58  SL  @ Spare Required # ( Cassette) ETA Same As discussed with RTS OKI Team Ms Pooja arrange the ETA Soon
10/26/2022  03:04  RR  ^to 10/25/2022  01:16  RR  ^DISCUSSED WITH TSS RAJESH AND CE FOUND THE ESCROW ISSUE SAME CE RESLOVED HENCE CHECK THE B CASSETTE 05B0 ISSUE AND SWAP WITH A THE 04B0 COME AND CHECK THE GUIDER IS OK SO SUPECTING THE CASSETTE BUT EARTHING IS 6V HIGH HENCE POST RESLOVE THE EARTHING ISSUE WE WILL ARRNAGING THE CASSETTE
10/24/2022  01:51  RR  ^TO 10/23/2022  12:44  SP   Spare Required # ( Cassette)-Escalated to Project Madhavan Sir to arrange current updates will get this check same email sent.
10/23/2022  00:57  RR  ^ to 10/22/2022  13:05  MW  TO 10/21/2022  15:31  SL  @ Thre is no further update Same  As discussed with OKI Team Ms Roshami  arrange the ETA Soon 
10/21/2022  11:11  SP  Spare Required # ( Cassette)-Escalated to OEM OKI Project Thatchayini will arrange to get this update/closure ASAP
10/21/2022  02:40  DR  TO 10/20/2022  16:25  SL  @ ETA Awaited As discussed with OKI Team Manager Mr Prashant Sangare arrange the ETA Soon 
10/20/2022  10:35  SL  @ Engineer visit Required ETA Awaited Same As discussed with RTS Team Mr Taukir  rrange the ETA  as soon as possible 
10/20/2022  04:36  DR  TO 10/19/2022  15:45  SL  @ Engineer BTS - CE R PRADEEP check out from site : S5NL004876622
10/19/2022  10:04  SL  @ Engineer visit Required ETA Awaited Same As discussed with RTS Team Mr Sahil rrange the ETA  as soon as possible
10/19/2022  02:28  DR  @ Engineer BTS - CE R PRADEEP check out from site : S5NL004876622
10/18/2022  15:41  SL  @  Machine is operational  ETA Awaited Same As discussed with RTS Team Mr Sahil  rrange the ETA  as soon as possible 
10/18/2022  13:24  SL  @ Site visited found 9751error ,issue has resolved, machine made live , waiting for fcr and observation , lobby door always open, due to main road side high dust accumulated and no Ac in lobby previous informed
10/18/2022  12:25  SL  @ SLM WIP 
10/18/2022  09:56  SL  @ Engineer visit Required ETA Awaited Same As discussed with RTS Team Mr Taukir rrange the ETA  as soon as possible 
10/18/2022  02:28  DR  @ AS DISCUSSED WITH ENGINEER R PRADEEP (9894719987) AS PER HIM SITE IS LONG FROM CRA IS 100KMS DUE TO HILL STATION BRANCH IS CLOSED SO HE WILL ATTEND THE SITE ON 18 OCT 22 @11:30
10/17/2022  19:41  SNP Mail from OKI Team Shubhangi Durgawale The engineer will attend the site tomorrow 18th oct at 11:30 hrs.
10/17/2022  18:00  SL  @ eEngineer  ETA  On tomorrow 
10/17/2022  17:01  SL  @ As discussed with RTS Team  Mr Sahil 7304411646 rrange theEngineer  ETA  as soon as possible
10/17/2022  16:27  SL  @ As discussed with RTS Team Mr Sahil rrange theEngineer  ETA  as soon as possible 
10/17/2022  14:46  ST   As discussed with ACC Nithya 9442570390 Engineer Mr Pradeep 9894719987 SLM logged for CDF Issue Support has been done SL   Brief problem Description (Detail Remark along with remote support confirmation) :Done ; Branch Contact :    9442570390   Engineer Contact :     9894719987     Branch Availability :9-6 PM ;Fault in ESQ : CashAcceptorFaults ; Machine Status :Down 
 T1017202255748722
",55748722       ,183772702
Oki - BNRMs for SBI           ,L004998623,AO 3 TUMKUR                                       ,BENGALURU           ,ONSITE                        ,28/10/2022 16:28:00,27,331520,SLM- Cash Dispenser                                                                                 ,"10/29/2022  09:41  JAS As discussed with LHO Chief Manager Ms. Ananya Access available need to align engineer at site. Discussed with OKI Help Desk (Pooja) & CE Mr. Akshay - 7304964305 in con call - CE is on leave going to check for alternate engineer and will confirm ETA. escalated to OKI. 
10/29/2022  00:52  RR  ^Received call from channel manager Harish +918892997278 machine is made inactive till 2 of November post confirm from channel manager will attend site and ETA has been updated by OIPL - CE AKSHAYA 02/11/2022 12:00:00
10/28/2022  16:28  JAS Brief problem Description : As per Branch Person Sheetal 9632348567 all 500 notes are getting torn and damage into multiple pieces same image shared with CE Mr. Akshay - 7304964305 and also remote support done - same confirmed with CE. Need CE visit.   Branch Contact : 9632348567      Engineer Contact :  7304964305   Branch Availability : AVAILABLE TILL 6PM Fault in ESQ : InSupervisory  CashAcceptorFaults   Machine Status : DOWN DOCKET NUMBER :# T10282022564045148
",564045148      ,183914003
Oki - BNRMs for SBI           ,L005082622,SBI RANGA SAMUDRAM                                ,PORUMAMILLA         ,ONSITE                        ,28/10/2022 16:59:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  00:53  RR  ^Send By Vijaya Kumar On 28 Oct 2022 16:10:00 ,Delivery Persons Name : NA ,Delivery Persons Contact Number : NA,EDD :31 Oct 2022 17:00:00
10/28/2022  15:33  EP  SUPPORT IN PROGRESS
10/28/2022  14:15  EP  Still CE working at site
10/28/2022  12:41  EP  Working on site 
10/28/2022  10:55  EP  On the way 
10/28/2022  06:45  RR  ^AS DISCUSS WIHT ENGINEER SATISH KUMAR (9491280266) SAID THAT RMEOT SUPPORT WAS DONE BRM ISSUE WILL ATTAIN THE SITE KINDLY UPDATE THE ETA
10/27/2022  18:27  SNP As per Branch Person Nageshwar 9502883375 ATM MACHINE is down due to Cash Acceptor Faulty and they did the FLM with Engineer, OKI Engineer Satish Kumar - 9491280266 number was going continuously busy so was unable to confirm the FLM call # Docket Number : T10272022563843992
",2022563843992  ,183914601
Oki - BNRMs for SBI           ,L005082622,SBI RANGA SAMUDRAM                                ,PORUMAMILLA         ,ONSITE                        ,28/10/2022 20:39:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:11  SD  Ticket has been Informed  to Branch person 9490493269  for FLM activity
",INFORMED       ,183916869
Oki - BNRMs for SBI           ,L005297621,SHAHJAHANPUR                                      ,                    ,ONSITE                        ,29/10/2022 09:07:00,34,331261,ATM has been DISCONNECTED                                                                           ,"10/29/2022  09:22  SD  Ticket has been dispatched  to Branch person 9935673530  for FLM activity
",DISPATCHED     ,183920560
Oki - BNRMs for SBI           ,L005316621,MUNIRABAD                                         ,KOPPAL              ,ONSITE                        ,28/10/2022 22:07:00,47,330334,Reject Bin Overfill                                                                                 ,"10/29/2022  09:13  SD  Ticket has been Informed  to Branch person 9566987426  for FLM activity
",INFORMED       ,183917277
Oki - BNRMs for SBI           ,L005374622,SOUTHSINTHEE(CALCUTTA                             ,KOLKATA             ,ONSITE                        ,27/10/2022 14:24:00,6,331516,SLM -Receipt Printer                                                                                ,"10/29/2022  01:29  RR  ^TO 10/28/2022  07:26  RR  TO 10/27/2022  14:24  SGP RP roll need to be replenish by engineer instructed by oki Harpreet sir BP 9674775179   T10272022563717329

",replenish      ,183898611
Oki - BNRMs for SBI           ,L005393621,IE KANPUR                                         ,IE KANPUR           ,ONSITE                        ,28/10/2022 20:41:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:14  AS  as^Ticket has been Informed  to Branch person 9415128751  for FLM activity
",informed       ,183916886
Oki - BNRMs for SBI           ,L005536621,SBI GOVT ESTATE BRANCH                            ,BELGAUM             ,ONSITE                        ,28/10/2022 21:41:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:13  SD  Ticket has been Informed  to Branch person 9448995246  for FLM activity
",INFORMED       ,183917175
Oki - BNRMs for SBI           ,L005624624,SBI DAVANGERE                                     ,DAVANGERE           ,ONSITE                        ,27/10/2022 22:07:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/29/2022  10:00  JAS As discussed update received from CM Mr. CM Mr. Pawan 9036966683, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/28/2022  09:29  JAS As discussed update received from CM Mr. CM Mr. Pawan 9036966683, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/27/2022  22:07  SNP As per INACTIVE File 10:07 PM machine is Down
",Low Uptime     ,183903875
Oki - BNRMs for SBI           ,L005624625,DAVANGERE                                         ,DAVANGERE           ,ONSITE                        ,27/10/2022 22:09:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  09:26  JAS As discussed update received from CM Mr. CM Mr. Pawan 9036966683, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/27/2022  22:09  SNP As per INACTIVE File 10:07 PM machine is Down
",Low Uptime     ,183903891
Oki - BNRMs for SBI           ,L005710622,NALWA PATHANKOT                                   ,PATHANKOT (M CL)    ,ONSITE                        ,28/10/2022 18:09:00,7,330436,Mode switch moved to Supervisor                                                                     ,"10/29/2022  08:45  AS  as^Ticket has been Informed  to Branch person 9913711922  for FLM activity
",informed       ,183915656
Oki - BNRMs for SBI           ,L005956621,ADB DOMARIAGANJ                                   ,ADB DOMARIAGANJ     ,ONSITE                        ,06/10/2022 20:18:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  00:53  RR   TO10/28/2022  14:04  SP Escalated to OKI Project Mudit as per him will get this checked and arranged on Monday 
10/28/2022  06:47  RR  ^TO  10/27/2022  01:51  RR  ^TO 10/26/2022  03:08  RR  ^TO 10/25/2022  01:18  RR  ^TO 10/24/2022  01:52  RR  ^TO 10/23/2022  13:11  SP  Engineer ETA Expired - Escalated to OKI Project Mudit | Harpreet Sir to get this check and arrange closure at earliest 
10/23/2022  01:00  RR  ^ TO 10/22/2022  13:05  MW  TO 10/21/2022  11:42  SP  Engineer ETA Expired -Tried to Escalate Mudit but no response hence discussed with OKI Project Harpreet Sir will arrange to get this update/closure ASAP
10/21/2022  02:33  DR  TO 10/20/2022  10:36  MW  TO 10/19/2022  13:10  MW  As per engineer brijesh will attend the site @10:30 10/10/2022
10/19/2022  02:00  DR  TO 10/18/2022  11:24  MW  TO 10/17/2022  13:10  SP    Engineer ETA Expired- Escalated to OEM OKI Project Mudit will check and arrange update ASAP
10/17/2022  02:16  DR  TO 10/16/2022  15:55  EP  OKI-SLM Operational-Call-escalated to OKI RTS Faritha as well as Sahil & mail shared for closure update
10/16/2022  01:55  DR  TO 10/15/2022  17:27  MW  TO 10/14/2022  13:16  MW  TO  10/14/2022  04:51  DR  @ As per engineer brijesh will attend the site @10:30 10/10/2022
10/13/2022  11:38  SP  Engineer ETA Expired- Escalated to OEM OKI Project Mudit will check and arrange update ASAP
10/13/2022  10:33  MW   TO  10/09/2022  14:03  SP  As per engineer will attend the site @10:30 10/10/2022
10/09/2022  13:59  SP  Engineer ETA Awaited - Escalated to OKI Helpdesk Faisal will check and arrange update
10/09/2022  01:11  SNP Call Accepted by OIPL - CE BRIJESH KUMAR
10/08/2022  11:06  MW  TO  10/08/2022  01:05  SNP Call Accepted by OIPL - CE BRIJESH KUMAR
10/07/2022  15:37  ST   TRIED TO REACH CE BRIJESH KUMAR (8887613203 BUT NOT RESPONDING PHONE CALLS AND TRIED TO REACH TSS RAVI NO IS NOT REACHED NEED TO CHEK WITH BP TOMORROW MORNING 10/07/2022  03:27  SNP TRIED TO REACH CE BRIJESH KUMAR (8887613203 BUT NOT RESPONDING PHONE CALLS AND TRIED TO REACH TSS RAVI NO IS NOT REACHED NEED TO CHEK WITH BP TOMORROW MORNING
10/06/2022  20:18  RR Brief problem Description :  call log for cash acceptor issue eng 8887613203 b0 8090140184  Branch Contact :   8090140184     Engineer Contact :  8887613203   Branch Availability : AVAILABLE TILL 6PM Fault in ESQ : CardReaderErroR   ExclusiveLocalError  InSupervisory  CashAcceptorFaults   Machine Status : DOWN # Docket Number : T1006202255270555
",55270555       ,183642884
Oki - BNRMs for SBI           ,L005971622,SBI ADB GOPAL GANJ                                ,GOPALGANJ           ,ONSITE                        ,25/10/2022 10:40:00,27,331518,SLM- Encryptor Failure                                                                              ,"10/29/2022  00:53  RR  ^TO 10/28/2022  14:26  EP  Call escalated to OKI Harpreet & mail shared
10/28/2022  12:23  EP  Call escalated to OKI Amit & mail shared
10/28/2022  11:44  EP  Call escalated to Saroj for Spare ETA revised & mail shared
10/28/2022  11:02  EP  Faulty Spare (Pinpad) Received, Spare ETA - 29 OCT 22 @14:00 but not confirm
10/28/2022  06:48  RR  ^AS PER MAIL RECEIVED FROM YCH ALOK SPARE IS IN TRANSIT SPARE ETA IS 29 OCT 22 @14:00 AGREED ETA IS NBD 14:00 HRS From Patna AS PER BTS RAMESH PAMPARI (7823942031) RECEIVED SPARE IS FAULTY HENCE L2 SAMEER REQUEST SPARE AGAIN
10/27/2022  17:51  EP  CE working at site & received spare is faulty & now he again raised request of new spare but yet ETA not confirm. Tried calling Saroj but no response, informe dto Roshni &  mail shared
10/27/2022  15:43  EP  AS PER MAIL RECEIVED FROM YCH ALOK SPARE IS IN TRANSIT SPARE ETA IS 29 OCT 22 @14:00 AGREED ETA IS NBD 14:00 HRS From Patna AS PER BTS RAMESH PAMPARI (7823942031) RECEIVED SPARE IS FAULTY HENCE L2 SAMEER REQUEST SPARE AGAIN
10/27/2022  15:01  EP  Send By Alok kumar On 27 Oct 2022 14:10:00 ,Delivery Persons Name : Alok kumar ,Delivery Persons Contact Number : 9135353517,EDD :29 Oct 2022 14:10:00
10/27/2022  12:24  EP  AS DISCUSSED WITH ENGINEER MUKESH KUMAR (7079363628) HE IS WORKING ON SITE.
10/27/2022  01:52  RR  ^TO 10/26/2022  15:47  EP  Informed to OKI-RTS Faritha for revised ETA & Informed to OKI Project Amit sir for revised ETA, as per Amit he will check tomorrow for revised ETA
10/26/2022  11:34  EP  Spare # Pinpad required, Site ETA - 27 Oct 2022 14:00 Hrs
10/26/2022  03:09  RR  ^MAIL ESCALATED TO YCH FOR SPARE ETA STILL SPARE ETA IS PENDING
10/25/2022  15:48  EP  Spare # Pinpad required, ETA Awaited
10/25/2022  13:49  EP  ENGINEER VISITED THE SITE, FOUND PINPAD 06FD ERROR, PINPAD KEYS NOT WORKING, CHECKED THE PINPAD FIRWARE SHOWING 0, CHECKED THE USB LIGHT INDICATION FOUND ABNORMAL, SITE POWER CONDITION NORMALA, REQUIRED SUPPORT ENG MUKESH / TSS RAMESH 7823942031 
10/25/2022  10:40  ST   As per branch person 8603916027 cal been logged for EPF  issue same been discussed with engineer Engineer Mukesh  mob- 7079363628 --ST      Brief problem Description (Detail Remark along with remote support confirmation) :Done ; Branch Contact :8603916027       Engineer Contact :    7079363628      Branch Availability :9-6 PM ;Fault in ESQ :  EPF; Machine Status :Down 
 T10252022562705144",562705144      ,183867866
Oki - BNRMs for SBI           ,L005986621,SBI BYALYA                                        ,BYALYA              ,ONSITE                        ,11/10/2022 17:59:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  00:55  RR  ^TO 10/28/2022  06:49  RR  ^TO  10/27/2022  01:52  RR  ^TO 10/26/2022  15:05  EP  OKI-SLM operational call, escalated to Prathamesh & mail shared for closure update
10/26/2022  03:09  RR  ^TO 10/25/2022  01:18  RR  ^Visited site found 500 denomination cassette is hiding, tried by swapping with other slot, still its hiding. Need to replace cassette on foc
10/24/2022  16:59  JAS  Long Pending Operational Call - Discussed with OKI Faritha to check for closure and same to update in portal on priority.

10/24/2022  01:54  RR  ^O 10/23/2022  16:43  EP  Tried calling Madhavan but couldn't reach, Informed to OKI Akshay & mail shared
10/23/2022  01:01  RR  ^Visited site found 500 denomination cassette is hiding, tried by swapping with other slot, still its hiding. Need to replace cassette on foc
10/22/2022  05:08  DR  TO 10/21/2022  10:30  SP  Spare Required #  (Cassette )- Escalated to OEM OKI Project Madhavan Sir will arrange to get this update/closure ASAP
10/21/2022  02:35  DR  TO 10/20/2022  04:21  DR  TO 10/19/2022  13:04  JAS Spare Required # Cassette - Discussed with OKI Project Mr. Biswa - will check and insist to arrange spare.
10/19/2022  02:05  DR  TO 10/18/2022  01:51  DR  @ Spare Cassette Required # Visited site found 500 denomination cassette is hiding, tried by swapping with other slot, still its hiding. Need to replace cassette on foc
10/17/2022  02:22  DR  @ ETA has been updated by OIPL - CE ANIL KUMAR R L 17/10/2022 10:30:00
10/16/2022  15:56  EP  OKI-SLM Operational-Call-escalated to OKI RTS Faritha as well as Sahil & mail shared for closure update
10/16/2022  02:05  DR  TO 10/15/2022  14:43  JAS Discussed with OKI Project Mr. Biswa - will arrange engineer at site.
10/15/2022  02:48  DR  @ ETA has been updated by OIPL - CE ANIL KUMAR R L 15/10/2022 11:30:00
10/14/2022  05:14  DR  TO 10/13/2022  12:27  SP  Engineer ETA Awaited --Escalated to OEM OKI Project Madhavan Sir will check and arrange update ASAP
10/13/2022  04:36  DR  TO 10/12/2022  01:25  SNP Call Accepted by OIPL - CE ANIL KUMAR R L
10/11/2022  18:00  SD  Need to call logged for CDF issue BP-8660708779 same confirmed with CE-7208097807/T10112022554732465
",554732465      ,183704153
Oki - BNRMs for SBI           ,L005990621,CHITARPUR                                         ,RAMGARH             ,ONSITE                        ,25/10/2022 15:00:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  00:55  RR  ^TO 10/28/2022  06:50  RR  ^^Send By Alok kumar On 27 Oct 2022 09:15:00 ,Delivery Persons Name : Alok kumar ,Delivery Persons Contact Number : 9135353517,EDD :29 Oct 2022 14:00:00
10/27/2022  01:52  RR  ^AS DISCUSS WITH ENGINEER THERE WAS MONITOR SCREEN WORKING ABNORMAL SO TOLD HIM TO CHECK THE POWER VOLTAGE WAS PROPER AND THEN CHANGE THE HDMI PORT THEN ALSO SAME CONDITION SO TOLD HIM TO CHANGE THE POWER SUPPLY CONNECT OF LCD THEN ALSO THERE WAS SAME ISSUE SO SUSPECTED THE LCD
10/26/2022  15:59  EP  Engineer visited the site found monitor display is abnormal. Tried connecting lcd hdmi to another ports, same issue. Touch sometimes working sometimes not, on post remove/refix lcd connections and taken screen download from switch still same issue. Required support, engineer bipul / tss ahmed 
10/26/2022  11:42  EP  I will reach site at 1
10/26/2022  03:11  RR  ^TO 10/25/2022  17:19  EP  Engineer ETA Awaited, call escalated to OKI Pooja & mail shared
10/25/2022  15:00  ST   As per branch person 8789276357 call been logged for screen fluctation issue same been discussed wtih engineer Service Engineer Mr. Shambhu Nath Mahato #9150092792 ---St     Brief problem Description (Detail Remark along with remote support confirmation) :Done ; Branch Contact : 8789276357      Engineer Contact :   #9150092792       Branch Availability :9-6 PM ;Fault in ESQ : NA; Machine Status up
T10252022562883279",562883279      ,183872547
